CAS Number,Chemical Name,Chemical Analysis,Test Method,Exposure Type,Media Type,Conc 1 Type (Standardized),Conc 1 Mean (Standardized),Conc Min 1 (Standardized),Conc 1 Max (Standardized),Effect,Effect Measurement,Chemical DTXSID,log_LC50
111308,Pentanedial,Not coded,United States Environmental Protection Agency,Static,Fresh water,Formulation,5.4,,,Mortality,Mortality,DTXSID6025355,0.7323937598229685
111319,1-Hexanethiol,Measured,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,0.4,,,Mortality,Mortality,DTXSID0051574,-0.3979400086720376
111422,"2,2'-Iminobisethanol",Unmeasured,Not reported,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID3021932,2.0
111422,"2,2'-Iminobisethanol",Measured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,1480.0,1360.0,1630.0,Mortality,Mortality,DTXSID3021932,3.170261715394957
111422,"2,2'-Iminobisethanol",Measured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,1370.0,1200.0,1580.0,Mortality,Mortality,DTXSID3021932,3.1367205671564067
111422,"2,2'-Iminobisethanol",Measured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,1550.0,1300.0,1990.0,Mortality,Mortality,DTXSID3021932,3.1903316981702914
111422,"2,2'-Iminobisethanol",Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Formulation,100.0,,,Mortality,Mortality,DTXSID3021932,2.0
111422,"2,2'-Iminobisethanol",Unmeasured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,1480.0,1360.0,1630.0,Mortality,Mortality,DTXSID3021932,3.170261715394957
111422,"2,2'-Iminobisethanol",Unmeasured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,1550.0,1300.0,1990.0,Mortality,Mortality,DTXSID3021932,3.1903316981702914
111422,"2,2'-Iminobisethanol",Unmeasured,Not reported,Static,Fresh water,Active ingredient,100.0,,,Mortality,Mortality,DTXSID3021932,2.0
111422,"2,2'-Iminobisethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,4710.0,4460.0,4980.0,Mortality,Mortality,DTXSID3021932,3.673020907128896
111422,"2,2'-Iminobisethanol",Unmeasured,American Society for Testing and Materials,Static,Fresh water,Active ingredient,1370.0,1200.0,1580.0,Mortality,Mortality,DTXSID3021932,3.1367205671564067
111466,"2,2'-Oxybisethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,75200.0,,,Mortality,Mortality,DTXSID8020462,4.876217840591642
111466,"2,2'-Oxybisethanol",Unmeasured,Standard Methods for the Examination of Water and Wastewater,Static,Fresh water,Formulation,100.0,,,Mortality,Mortality,DTXSID8020462,2.0
111477,1-(Propylsulfanyl)propane,Measured,Not coded,Flow-through,Fresh water,Active ingredient,21.7,,,Mortality,Mortality,DTXSID3021934,1.3364597338485296
111682,1-Heptanamine,Measured,Not reported,Flow-through,Fresh water,Active ingredient,21.8,19.7,24.1,Mortality,Mortality,DTXSID7020681,1.3384564936046048
111693,Hexanedinitrile,Unmeasured,Other Method,Static,Fresh water,Active ingredient,1250.0,,,Mortality,Mortality,DTXSID3021936,3.096910013008056
111693,Hexanedinitrile,Unmeasured,Other Method,Static,Fresh water,Active ingredient,820.0,,,Mortality,Mortality,DTXSID3021936,2.9138138523837167
111693,Hexanedinitrile,Measured,Not coded,Flow-through,Fresh water,Active ingredient,1930.0,1850.0,2020.0,Mortality,Mortality,DTXSID3021936,3.285557309007774
111706,1-Heptanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,37.9,37.3,38.5,Mortality,Mortality,DTXSID8021937,1.5786392099680724
111706,1-Heptanol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,34.5,33.1,36.0,Mortality,Mortality,DTXSID8021937,1.5378190950732742
111831,1-Bromooctane,Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.838,,,Mortality,Mortality,DTXSID3021938,-0.0767559813697235
111864,Octylamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,5.19,4.73,5.7,Mortality,Mortality,DTXSID8021939,0.7151673578484579
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,14.0,13.4,14.6,Mortality,Mortality,DTXSID7021940,1.146128035678238
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,12.6,12.0,13.3,Mortality,Mortality,DTXSID7021940,1.100370545117563
111875,1-Octanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.1,,,Mortality,Mortality,DTXSID7021940,1.1172712956557642
111875,1-Octanol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,14.6,13.9,15.3,Mortality,Mortality,DTXSID7021940,1.1643528557844371
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,13.6,13.2,14.0,Mortality,Mortality,DTXSID7021940,1.1335389083702174
111875,1-Octanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.0,12.4,13.6,Mortality,Mortality,DTXSID7021940,1.1139433523068367
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,12.2,11.4,12.9,Mortality,Mortality,DTXSID7021940,1.0863598306747482
111875,1-Octanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,13.1,12.3,14.0,Mortality,Mortality,DTXSID7021940,1.1172712956557642
111875,1-Octanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,14.0,13.6,14.5,Mortality,Mortality,DTXSID7021940,1.146128035678238
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,13.1,12.6,13.7,Mortality,Mortality,DTXSID7021940,1.1172712956557642
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,15.0,14.4,15.6,Mortality,Mortality,DTXSID7021940,1.1760912590556811
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,12.9,12.3,13.4,Mortality,Mortality,DTXSID7021940,1.110589710299249
111875,1-Octanol,Measured,Not reported,Flow-through,Fresh water,Active ingredient,13.5,13.2,13.8,Mortality,Mortality,DTXSID7021940,1.130333768495006
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,13.5,12.3,14.8,Mortality,Mortality,DTXSID7021940,1.130333768495006
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,14.4,13.0,15.9,Mortality,Mortality,DTXSID7021940,1.1583624920952498
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,13.5,12.6,15.3,Mortality,Mortality,DTXSID7021940,1.130333768495006
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,13.6,12.9,14.4,Mortality,Mortality,DTXSID7021940,1.1335389083702174
111875,1-Octanol,Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,13.4,12.7,14.1,Mortality,Mortality,DTXSID7021940,1.1271047983648077
111900,2-(2-Ethoxyethoxy)ethanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,13900.0,11600.0,16700.0,Mortality,Mortality,DTXSID2021941,4.143014800254095
111900,2-(2-Ethoxyethoxy)ethanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,9650.0,7910.0,11800.0,Mortality,Mortality,DTXSID2021941,3.9845273133437926
111900,2-(2-Ethoxyethoxy)ethanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,26500.0,24200.0,29000.0,Mortality,Mortality,DTXSID2021941,4.423245873936808
111900,2-(2-Ethoxyethoxy)ethanol,Not reported,Not coded,Flow-through,Fresh water,Active ingredient,11794.01766,,,Mortality,Mortality,DTXSID2021941,4.0716617737415
111911,"1,1'-[Methylenebis(oxy)]bis[2-chloroethane]",Unmeasured,Not coded,Static,Fresh water,Active ingredient,184.0,155.0,217.0,Mortality,Mortality,DTXSID4023917,2.2648178230095364
112050,Nonanoic acid,Measured,Not coded,Flow-through,Fresh water,Active ingredient,104.0,93.4,115.0,Mortality,Mortality,DTXSID3021641,2.0170333392987803
112129,2-Undecanone,Measured,Not reported,Flow-through,Fresh water,Active ingredient,1.5,1.39,1.62,Mortality,Mortality,DTXSID2021943,0.1760912590556812
112209,1-Nonanamine,Measured,Not coded,Flow-through,Fresh water,Active ingredient,2.16,2.02,2.29,Mortality,Mortality,DTXSID7021944,0.3344537511509309
112276,"2,2'-[1,2-Ethanediylbis(oxy)]bisethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,77400.0,70700.0,84800.0,Mortality,Mortality,DTXSID4021393,4.888740960682893
112276,"2,2'-[1,2-Ethanediylbis(oxy)]bisethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,59900.0,56200.0,63700.0,Mortality,Mortality,DTXSID4021393,4.777426822389312
112276,"2,2'-[1,2-Ethanediylbis(oxy)]bisethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,92500.0,88100.0,97130.0,Mortality,Mortality,DTXSID4021393,4.9661417327390325
112276,"2,2'-[1,2-Ethanediylbis(oxy)]bisethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,70200.0,68600.0,71900.0,Mortality,Mortality,DTXSID4021393,4.846337112129805
112301,1-Decanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,2.4,2.2,2.5,Mortality,Mortality,DTXSID7021946,0.380211241711606
112425,1-Undecanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.04,,,Mortality,Mortality,DTXSID0026915,0.0170333392987803
112538,1-Dodecanol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,1.01,,,Mortality,Mortality,DTXSID5026918,0.0043213737826425
112801,Oleic acid,Unmeasured,Not coded,Static,Fresh water,Formulation,205.0,,,Mortality,Mortality,DTXSID1025809,2.311753861055754
114261,"2-(1-Methylethoxy)phenol, 1-(N-Methylcarbamate)",Measured,Not coded,Flow-through,Fresh water,Active ingredient,8.8,7.7,10.5,Mortality,Mortality,DTXSID7021948,0.9444826721501688
114261,"2-(1-Methylethoxy)phenol, 1-(N-Methylcarbamate)",Measured,Not coded,Flow-through,Fresh water,Active ingredient,8.8,7.4,10.5,Mortality,Mortality,DTXSID7021948,0.9444826721501688
114261,"2-(1-Methylethoxy)phenol, 1-(N-Methylcarbamate)",Not reported,Not coded,Static,Fresh water,Active ingredient,25.0,,,Mortality,Mortality,DTXSID7021948,1.3979400086720375
115195,2-Methyl-3-butyn-2-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,3290.0,3120.0,3480.0,Mortality,Mortality,DTXSID2021949,3.5171958979499744
115195,2-Methyl-3-butyn-2-ol,Measured,Not coded,Flow-through,Fresh water,Active ingredient,3290.0,3120.0,3480.0,Mortality,Mortality,DTXSID2021949,3.5171958979499744
115208,"2,2,2-Trichloroethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,299.0,278.0,321.0,Mortality,Mortality,DTXSID1021950,2.4756711883244296
115208,"2,2,2-Trichloroethanol",Not reported,Not coded,Flow-through,Fresh water,Active ingredient,173.308872,,,Mortality,Mortality,DTXSID1021950,2.2388207956165087
115208,"2,2,2-Trichloroethanol",Chemical analysis reported,American Society for Testing and Materials,Flow-through,Fresh water,Active ingredient,299.0,278.0,321.0,Mortality,Mortality,DTXSID1021950,2.4756711883244296
115208,"2,2,2-Trichloroethanol",Measured,Not coded,Flow-through,Fresh water,Active ingredient,173.0,154.0,195.0,Mortality,Mortality,DTXSID1021950,2.2380461031287955
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0032,0.0027,0.0038,Mortality,Mortality,DTXSID1020560,-2.494850021680094
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0013,0.0007,0.0024,Mortality,Mortality,DTXSID1020560,-2.886056647693163
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0021,0.0017,0.00586,Mortality,Mortality,DTXSID1020560,-2.677780705266081
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00029,0.00019,0.00044,Mortality,Mortality,DTXSID1020560,-3.537602002101044
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0017,0.00142,0.00204,Mortality,Mortality,DTXSID1020560,-2.769551078621726
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0019,0.00182,0.00203,Mortality,Mortality,DTXSID1020560,-2.721246399047171
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.00097,0.00078,0.00119,Mortality,Mortality,DTXSID1020560,-3.0132282657337552
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.0017,0.0015,0.0023,Mortality,Mortality,DTXSID1020560,-2.769551078621726
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Not reported,Not coded,Static,Fresh water,Active ingredient,0.0015,0.0011,0.002,Mortality,Mortality,DTXSID1020560,-2.8239087409443187
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00073,0.0006,0.00089,Mortality,Mortality,DTXSID1020560,-3.136677139879544
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.0012,0.00099,0.0017,Mortality,Mortality,DTXSID1020560,-2.920818753952376
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.00345,0.002,0.00714,Mortality,Mortality,DTXSID1020560,-2.462180904926726
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0013,0.0008,0.0022,Mortality,Mortality,DTXSID1020560,-2.886056647693163
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0032,0.0029,0.0037,Mortality,Mortality,DTXSID1020560,-2.494850021680094
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00167,0.00154,0.00234,Mortality,Mortality,DTXSID1020560,-2.7772835288524167
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00157,0.0,0.00257,Mortality,Mortality,DTXSID1020560,-2.8041003475907664
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00132,0.00113,0.00154,Mortality,Mortality,DTXSID1020560,-2.87942606879415
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00076,0.00064,0.0009,Mortality,Mortality,DTXSID1020560,-3.1191864077192086
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.001,0.0008,0.0013,Mortality,Mortality,DTXSID1020560,-3.0
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.00135,0.00075,0.00244,Mortality,Mortality,DTXSID1020560,-2.869666231504994
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0021,0.0017,0.0026,Mortality,Mortality,DTXSID1020560,-2.677780705266081
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.00148,0.00133,0.00164,Mortality,Mortality,DTXSID1020560,-2.8297382846050425
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00191,,,Mortality,Mortality,DTXSID1020560,-2.7189666327522723
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0008,0.0008,0.0009,Mortality,Mortality,DTXSID1020560,-3.096910013008056
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Static,Fresh water,Active ingredient,0.0025,0.0022,0.003,Mortality,Mortality,DTXSID1020560,-2.6020599913279625
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.001,0.0008,0.0011,Mortality,Mortality,DTXSID1020560,-3.0
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00045,0.00038,0.00053,Mortality,Mortality,DTXSID1020560,-3.3467874862246565
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00075,0.00054,0.00084,Mortality,Mortality,DTXSID1020560,-3.1249387366083
115297,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin 3-oxide",Measured,Not coded,Flow-through,Fresh water,Active ingredient,0.00081,0.00067,0.001,Mortality,Mortality,DTXSID1020560,-3.0915149811213505
